CourseNumber,Title,MinCredit,MaxCredit,Description
BUS 165HYA ,Service Essentials for Business,-1,5.0,"(R) The challenges of building a business enterprise by satisfying customer needs. Historical perspectives on transactional versus relational service strategies Interpersonal communication, customer expectations, teamwork, dealing with angry customers, first-call resolution, exploring service culture, and service recovery. Changes in customer expectations concerning technology and capacity to engage with Customer Service Representatives (CSRs) through a variety of communication channels including call centers, texting, instant messaging, and online chat. A study of face-to-face service engagement by a CSR. This course satisfies the Human Relations requirement at EvCC. Assesses Core Learning Outcomes 2, 3."
BUS 165HYB ,Service Essentials for Business,-1,5.0,"(R) The challenges of building a business enterprise by satisfying customer needs. Historical perspectives on transactional versus relational service strategies Interpersonal communication, customer expectations, teamwork, dealing with angry customers, first-call resolution, exploring service culture, and service recovery. Changes in customer expectations concerning technology and capacity to engage with Customer Service Representatives (CSRs) through a variety of communication channels including call centers, texting, instant messaging, and online chat. A study of face-to-face service engagement by a CSR. This course satisfies the Human Relations requirement at EvCC. Assesses Core Learning Outcomes 2, 3."
BUS 165OL  ,Service Essentials for Business,-1,5.0,"(R) The challenges of building a business enterprise by satisfying customer needs. Historical perspectives on transactional versus relational service strategies Interpersonal communication, customer expectations, teamwork, dealing with angry customers, first-call resolution, exploring service culture, and service recovery. Changes in customer expectations concerning technology and capacity to engage with Customer Service Representatives (CSRs) through a variety of communication channels including call centers, texting, instant messaging, and online chat. A study of face-to-face service engagement by a CSR. This course satisfies the Human Relations requirement at EvCC. Assesses Core Learning Outcomes 2, 3."
BUS 165RMA ,Service Essentials for Business,-1,5.0,"(R) The challenges of building a business enterprise by satisfying customer needs. Historical perspectives on transactional versus relational service strategies Interpersonal communication, customer expectations, teamwork, dealing with angry customers, first-call resolution, exploring service culture, and service recovery. Changes in customer expectations concerning technology and capacity to engage with Customer Service Representatives (CSRs) through a variety of communication channels including call centers, texting, instant messaging, and online chat. A study of face-to-face service engagement by a CSR. This course satisfies the Human Relations requirement at EvCC. Assesses Core Learning Outcomes 2, 3."
BUS 165RMB ,Service Essentials for Business,-1,5.0,"(R) The challenges of building a business enterprise by satisfying customer needs. Historical perspectives on transactional versus relational service strategies Interpersonal communication, customer expectations, teamwork, dealing with angry customers, first-call resolution, exploring service culture, and service recovery. Changes in customer expectations concerning technology and capacity to engage with Customer Service Representatives (CSRs) through a variety of communication channels including call centers, texting, instant messaging, and online chat. A study of face-to-face service engagement by a CSR. This course satisfies the Human Relations requirement at EvCC. Assesses Core Learning Outcomes 2, 3."
BUS 230OL  ,Introduction to Hospitality,-1,5.0,"Introduce the structure and operations of the three key sectors in the hospitality industry (food and beverage, lodging, and travel), the economic impact of the industry, and career options in hospitality. Assesses Core Learning Outcome 1."
BUS 250OL  ,Managing Information Technology,-1,5.0,"Introduce business majors to contemporary information systems and demonstrate how these systems are used throughout organizations. This course includes a familiarization of information systems, computer hardware, computer software, data and telecommunications concepts; an understanding of how the variety of technological capabilities found within these concepts can be integrated and managed to create competitive advantage; an understanding of networks, the Internet, business data analysis, database management and its application to business uses; and a familiarization of software for developing effective usage techniques for the workplace using appropriate application software. Assesses Core Learning Outcomes 1, 2, 6."
BUS& 101HY4 ,Introduction to Business,-1,5.0,"(SS)  Survey of, and orientation to, the American business system. Overview of business environment, private enterprise system, business organization, management processes, and business operation. Intended as an introductory course for students majoring in any field of study. Assesses Core Learning Outcome 1. college in hi school  : $210.00"
CHEM& 121LC1 ,Introduction to Chemistry,-1,5.0,"(NS-L)  Atomic and molecular structure, chemical bonding, nomenclature, states of matter, solutions, acids and bases, stoichiometry, quantitative and qualitative behavior of gases, dimensional analysis, reaction rates and chemical equilibrium.  For students majoring in liberal arts, nursing, radiation technology, pre-occupation therapy, and dental hygiene.  Not recommended for students planning to continue beyond CHEM& 131; see Chemistry series. Assesses Core Learning Outcome 2. Lab fee: $42.25."
CHEM& 121LC2 ,Introduction to Chemistry,-1,5.0,"(NS-L)  Atomic and molecular structure, chemical bonding, nomenclature, states of matter, solutions, acids and bases, stoichiometry, quantitative and qualitative behavior of gases, dimensional analysis, reaction rates and chemical equilibrium.  For students majoring in liberal arts, nursing, radiation technology, pre-occupation therapy, and dental hygiene.  Not recommended for students planning to continue beyond CHEM& 131; see Chemistry series. Assesses Core Learning Outcome 2. Lab fee: $42.25."
